year,code,name,total_shares,circulating_shares,restricted_shares,profit,industry_74,industry_level2,industry_level3,concept,product,percentage,comparable,export_ratio,domestic_ratio,notes,q1_report,q2_report,q3_report,annual_report,gross_margin,profit_growth,net_asset_ratio,undistributed_cash,bonus_shares,dividend,quarterly_comparison,beishang_initial,beishang_new,beishang_increase,beishang_decrease,beishang_current,gongmu_initial,gongmu_new,gongmu_increase,gongmu_decrease,gongmu_current,waizi_initial,waizi_new,waizi_increase,waizi_decrease,waizi_current,simu_initial,simu_new,simu_increase,simu_decrease,simu_current,shebao_initial,shebao_new,shebao_increase,shebao_decrease,shebao_current,yanglao_initial,yanglao_new,yanglao_increase,yanglao_decrease,yanglao_current,id,created_date,updated_date,created_by_id,created_by,is_sample
"2025","001391","国华能源","0","0","0","","仓储物流","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b98c8daf77f5850813fa0","2025-12-24T07:39:52.157000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","001313","瑞鹄模具","70000","10000","60000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b98c8daf77f5850813f79","2025-12-24T07:39:52.157000","2026-01-01T00:21:10.652000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","001356","森林股份","0","0","0","0","化工","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","","0","0","0","","","0","0","0","","","0","0","0","","","0","0","0","","694b98c8daf77f5850813f8e","2025-12-24T07:39:52.157000","2025-12-24T19:34:39.132000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","001309","德明利","8018","2000","6018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b98c8daf77f5850813f77","2025-12-24T07:39:52.157000","2026-01-01T00:25:48.010000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","001311","多利科技","0","0","0","","汽车","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b98c8daf77f5850813f78","2025-12-24T07:39:52.157000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","001696","宗申动力","144305","67921","26383","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b98c8daf77f5850813fa3","2025-12-24T07:39:52.157000","2026-01-01T00:33:53.242000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","001286","陕西黑猫","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b98c8daf77f5850813f6c","2025-12-24T07:39:52.157000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","001323","慕思股份","40001","4001","36000","","日用品","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b98c8daf77f5850813f80","2025-12-24T07:39:52.157000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","001335","运机科技","0","0","0","","化工","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b98c8daf77f5850813f89","2025-12-24T07:39:52.157000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","001376","百通能源","0","0","0","","电力","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b98c8daf77f5850813f96","2025-12-24T07:39:52.157000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","001287","江南高纤","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b98c8daf77f5850813f6d","2025-12-24T07:39:52.157000","2026-01-01T00:25:47.823000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","001896","豫能控股","152578","115059","37519","","电力","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b98c8daf77f5850813fa5","2025-12-24T07:39:52.157000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","001289","龙源电力","838196","34557","469636","","电力","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b98c8daf77f5850813f6f","2025-12-24T07:39:52.157000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","001331","雄关能源","16800","4200","12600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b98c8daf77f5850813f86","2025-12-24T07:39:52.157000","2026-01-01T00:23:48.294000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","001395","星华新材","0","0","0","","建材","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b98c8daf77f5850813fa1","2025-12-24T07:39:52.157000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","001400","江西铜业","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b98c8daf77f5850813fa2","2025-12-24T07:39:52.157000","2025-12-31T23:13:41.277000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","001324","长青科技","0","0","0","","建材","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b98c8daf77f5850813f81","2025-12-24T07:39:52.157000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","001326","微导纳米","0","0","0","","家电","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b98c8daf77f5850813f83","2025-12-24T07:39:52.157000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","001388","信盈电子","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b98c8daf77f5850813f9d","2025-12-24T07:39:52.157000","2026-01-01T00:25:48.448000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","001366","瑞龙股份","16068","4025","12043","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b98c8daf77f5850813f92","2025-12-24T07:39:52.157000","2026-01-01T00:21:11.505000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","001386","马可波罗","0","0","0","","建材","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b98c8daf77f5850813f9b","2025-12-24T07:39:52.157000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","001308","康冠科技","40249","4249","36000","","家电","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b98c8daf77f5850813f76","2025-12-24T07:39:52.157000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","001300","三柏硕","24378","6094","18283","","日用品","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b98c8daf77f5850813f73","2025-12-24T07:39:52.157000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","001314","亿道信息","0","0","0","","家电","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b98c8daf77f5850813f7a","2025-12-24T07:39:52.157000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","001333","宏海控股","12800","3200","9600","","化工","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b98c8daf77f5850813f88","2025-12-24T07:39:52.157000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","001359","平安地产","0","0","0","","化工","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b98c8daf77f5850813f90","2025-12-24T07:39:52.157000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","001380","格隆科技","0","0","0","","汽车","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b98c8daf77f5850813f99","2025-12-24T07:39:52.157000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","001387","常熟银行","13676","3419","10257","","家电","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b98c8daf77f5850813f9c","2025-12-24T07:39:52.157000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","001389","中瓷科技","0","0","0","","元器件","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b98c8daf77f5850813f9e","2025-12-24T07:39:52.157000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","001337","四川宏达","42000","6000","36000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b98c8daf77f5850813f8b","2025-12-24T07:39:52.157000","2026-01-01T00:32:48.627000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","001367","海森药业","0","0","0","","医药","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b98c8daf77f5850813f93","2025-12-24T07:39:52.157000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","001298","好上好","13950","3480","10440","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b98c8daf77f5850813f71","2025-12-24T07:39:52.157000","2025-12-31T23:21:08.544000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","001301","尚太科技","25977","6494","19483","","有色金属","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b98c8daf77f5850813f74","2025-12-24T07:39:52.157000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","001328","登康口腔","17217","4304","0","","医疗保健","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b98c8daf77f5850813f84","2025-12-24T07:39:52.157000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","001330","博纳影业","137435","27490","109962","","影视","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b98c8daf77f5850813f85","2025-12-24T07:39:52.157000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","001378","欧晶科技","0","0","0","","化工","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b98c8daf77f5850813f97","2025-12-24T07:39:52.157000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","001318","国光连锁","28366","7070","21196","","食品饮料","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b98c8daf77f5850813f7d","2025-12-24T07:39:52.157000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","001338","大参林","50173","12543","37630","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b98c8daf77f5850813f8c","2025-12-24T07:39:52.157000","2025-12-31T23:28:53.852000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","001382","分众传媒","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b98c8daf77f5850813f9a","2025-12-24T07:39:52.157000","2026-01-01T00:25:48.208000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","001296","长江材料","8220","2055","6165","","建材","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b98c8daf77f5850813f70","2025-12-24T07:39:52.157000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","001373","再融科技","0","0","0","","元器件","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b98c8daf77f5850813f95","2025-12-24T07:39:52.157000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","001325","n-创维数","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b98c8daf77f5850813f82","2025-12-24T07:39:52.157000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","001339","智微智能","24916","6173","18741","","互联网","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b98c8daf77f5850813f8d","2025-12-24T07:39:52.157000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","001358","荣联科技","0","0","0","","化工","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b98c8daf77f5850813f8f","2025-12-24T07:39:52.157000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","001306","夏厦精密","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b98c8daf77f5850813f75","2025-12-24T07:39:52.157000","2025-12-31T23:13:40.498000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","001318","帝欧家居","8000","2000","6000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b98c8daf77f5850813f7b","2025-12-24T07:39:52.157000","2025-12-31T23:21:08.719000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","001322","箭牌家居","96561","9661","86900","","日用品","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b98c8daf77f5850813f7f","2025-12-24T07:39:52.157000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","001256","炬芯科技","14261","3565","10696","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b985fdaf77f5850813f50","2025-12-24T07:38:07.591000","2025-12-31T23:13:41.831000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
